index,cik,filing_date,issuer_name,issuer_state,issuer_industry_group,offering_amount_total,total_amount_sold,number_of_investors,date_of_first_sale,accession_number,fund_vertical,related_person_name,days_since_filing,days_to_first_sale,time_decay_weight,decayed_amount_sold,decayed_amount_percentile,sale_velocity,sale_acceleration,fund_momentum,gp_degree_norm,gp_pagerank_norm,velocity_norm,acceleration_norm,momentum_norm,investor_intent_score,actively_deploying,sector_intent_score,recent_burst_ratio,recent_burst_flag,intent_bucket,why_investor
295,0002067580,2025-05-12,"Preface Ventures IV-A, L.P.",NY,Pooled Investment Fund,50000000.0,13840000,2,2025-05-01,0002067580-25-000001,Generalist / Other,farooqabbasi,267,267.0,0.00014336118090126093,1984.1187436734513,0.3815240083507307,51835.20599250936,194.13934828655192,18.44875499617241,0.14893706185882832,0.2847681517033959,0.0016272185249343574,0.0003353520320718836,0.45928415418945023,0.2263513477713357,0,0.23538622129436326,0.9999999994959978,1,❄️ Cold,
296,0002067576,2025-05-12,"Preface Ventures IV, L.P.",NY,Pooled Investment Fund,50000000.0,13840000,27,2025-05-01,0002067576-25-000001,Generalist / Other,farooqabbasi,267,267.0,0.00014336118090126093,1984.1187436734513,0.3815240083507307,51835.20599250936,194.13934828655192,18.44875499617241,0.14893706185882832,0.2847681517033959,0.0016272185249343574,0.0003353520320718836,0.45928415418945023,0.2263513477713357,0,0.23538622129436326,0.999999999747999,1,❄️ Cold,
297,0002075902,2025-07-08,"Preface Ventures IV OPP Fund, LLC",NY,Pooled Investment Fund,3500000.0,3500000,3,2025-06-10,0002075902-25-000001,Generalist / Other,farooqabbasi,210,210.0,0.0024726231566347743,8654.18104822171,0.4551148225469729,16666.666666666668,79.36507936507937,18.78696384399715,0.14893706185882832,0.2847681517033959,0.0005202894630733399,0.000136664262658861,0.4684524195961904,0.2505941450913427,0,0.2964509394572025,0.6856198772960619,1,❄️ Cold,
298,0002071941,2025-06-27,"FCP Venture X QP LLC, Series VII",NY,Pooled Investment Fund,100000000.0,73966550,253,2025-06-13,0002071940-25-000002,Generalist / Other,fcppartnersllc,221,221.0,0.0014280732884225744,105629.65429177278,0.6012526096033403,334690.27149321267,1514.435617616347,24.288655248446414,0.14893706185882832,0.3514889679319038,0.010530075973644384,0.0026209402844087704,0.6175938962500207,0.32237875725669696,0,0.4791231732776618,0.999999999990533,1,❄️ Cold,
299,0002071940,2025-06-27,"FCP Venture X LLC, Series VIII",NY,Pooled Investment Fund,50000000.0,8782500,60,2025-06-17,0002071940-25-000001,Generalist / Other,fcppartnersllc,221,221.0,0.0014280732884225744,12542.05365557126,0.47390396659707723,39739.819004524885,179.8181855408366,20.026951532775907,0.14893706185882832,0.3514889679319038,0.001246516464851434,0.00031056041363610094,0.5020663723503338,0.26812615280864865,0,0.3496868475991649,0.9999999999915378,1,❄️ Cold,
300,0002066982,2025-08-20,FCP VENTURE X QP LLC SERIES VI,NY,Pooled Investment Fund,15000000.0,11399000,90,2025-08-04,0002066982-25-000001,Generalist / Other,fcppartnersllc,167,167.0,0.020836344518680425,237513.49116843817,0.6805845511482255,68257.48502994012,408.7274552691025,23.509022083627077,0.14893706185882832,0.3514889679319038,0.002144109424499391,0.0007068293041083293,0.5964593699922554,0.3439123586288016,0,0.5375782881002088,0.667763212408665,1,❄️ Cold,
301,0002061346,2025-03-21,"Fermi 42 Opportunity Fund I, LP",NY,Pooled Investment Fund,21036475.0,21036475,10,2025-02-11,0002061346-25-000002,Generalist / Other,fermiventuresllc,319,319.0,1.0649361193722678e-05,224.02502051771728,0.2698329853862213,65945.06269592476,206.72433446998357,16.50833510303655,0.0,0.1209441788859153,0.002071325978445458,0.00035713812451557017,0.40668267822213006,0.1419438198631757,0,0.10177453027139875,0.9999999955362129,1,❄️ Cold,
302,0002061346,2025-03-21,"Fermi 42 Opportunity Fund I, LP",NY,Pooled Investment Fund,21036475.0,21036475,10,2025-02-11,0002061346-25-000001,Generalist / Other,fermiventuresllc,319,319.0,1.0649361193722678e-05,224.02502051771728,0.2698329853862213,65945.06269592476,206.72433446998357,16.50833510303655,0.0,0.1209441788859153,0.002071325978445458,0.00035713812451557017,0.40668267822213006,0.1419438198631757,0,0.10177453027139875,0.9999999977681064,1,❄️ Cold,
303,0002093986,2025-10-29,"ST-1013 Fund I, a series of Nebular Expansion, LP",NY,Pooled Investment Fund,800000.0,800000,1,2025-10-27,0002093986-25-000001,Generalist / Other,finnnebularfundigpllc,97,97.0,0.41338242108267,330705.936866136,0.7150313152400835,8247.422680412372,85.02497608672549,21.726640879744608,0.08712259615500177,0.3391856550133935,0.0002552939293965892,0.0001464622101021277,0.5481420535226171,0.3383296485879996,0,0.5219206680584552,0.9999999999969762,1,❄️ Cold,
304,0002100083,2025-12-09,"PR-1118 Fund I, a series of Nebular Expansion Series, LP",NY,Pooled Investment Fund,1318000.0,1318000,3,2025-12-01,0002100083-25-000001,Generalist / Other,finnnebularfundigpllc,56,56.0,0.8455347349164652,1114414.7806199011,0.7964509394572025,23535.714285714286,420.28061224489795,23.99011426800589,0.08712259615500177,0.3391856550133935,0.0007364925975391426,0.0007268291787385031,0.6095009591164378,0.3706760786933617,0,0.6075156576200418,0.7711568778543219,1,❄️ Cold,
305,0002086910,2025-09-30,"Nebular Fund II, LP",NY,Pooled Investment Fund,55000000.0,32310000,33,2025-09-24,0002086910-25-000001,Generalist / Other,finnnebularfundiigpllc,126,126.0,0.14185106490048777,4583207.90693476,0.8883089770354906,256428.57142857142,2035.1473922902494,27.79251515812466,0.0,0.30542396719943843,0.008066790551706381,0.0035223536585844736,0.7125775662710189,0.3940422100807288,0,0.6670146137787056,0.9999999999997817,1,❄️ Cold,Deployed $4583208 recently
306,0002068308,2025-05-13,Westerman Capital LP,NY,Pooled Investment Fund,150000000.0,15000000,48,2024-11-04,0002068308-25-000001,Generalist / Other,frankgreen,266,266.0,0.0001507103580597574,2260.655370896361,0.3914405010438413,56390.97744360902,211.99615580304143,18.663474495479594,0.0,0.15325476675651514,0.0017706113389405194,0.00036626426778140885,0.46510483383846624,0.19052467748180074,0,0.1732776617954071,0.9999999995576504,1,❄️ Cold,
307,0002063156,2025-04-03,Magnolia Opportunities LLC Series 3,NY,Pooled Investment Fund,25500000.0,25500000,8,2025-03-31,0002063156-25-000001,Generalist / Other,franklinisacson,306,306.0,2.039908727992137e-05,520.176725637995,0.31315240083507306,83333.33333333333,272.33115468409585,17.584772542078667,0.08712259615500177,0.33684663525233804,0.0026186214440239376,0.000470711252788265,0.4358630624680326,0.19868412333936641,0,0.18580375782881003,0.9999999980775764,1,❄️ Cold,
308,0002085720,2025-10-10,Magnolia Opportunities LLC Series 4,NY,Pooled Investment Fund,6000000.0,6000000,2,2025-10-01,0002085720-25-000001,Generalist / Other,franklinisacson,116,116.0,0.2141650169574414,1284990.1017446483,0.8048016701461378,51724.137931034486,445.89774078478007,24.919941409460346,0.08712259615500177,0.33684663525233804,0.0016237226599525336,0.0007711754435954655,0.6347069880836712,0.375753256002235,0,0.615866388308977,0.9999999999992217,1,❄️ Cold,Deployed $1284990 recently
309,0002058236,2025-03-26,FUTUREGEN VENTURES LLC,NY,Pooled Investment Fund,100000000.0,4780500,46,2025-03-11,0002058236-25-000001,Generalist / Other,futuregenmanagementllc,314,314.0,1.3674009084599736e-05,65.36860042892904,0.20041753653444677,15224.52229299363,48.485739786603915,13.810705747821325,0.0,0.08273408506521572,0.0004748979981669484,8.320849108699153e-05,0.3335545443583963,0.10751262299328898,0,0.05741127348643006,0.9999999847021357,1,❄️ Cold,
310,0002074932,2025-07-01,"Mu Ventures Fund II, LP",NY,Pooled Investment Fund,15000000.0,12535000,53,2025-06-13,0002074932-25-000001,Generalist / Other,garymuventuresgpiillc,217,217.0,0.0017437013309547797,21857.296183518163,0.5104384133611691,57764.976958525345,266.1980505001168,20.956428003052956,0.08712259615500177,0.2640594981885045,0.0018138579457999122,0.0004600941275271473,0.5272628952196469,0.26207504269050685,0,0.33194154488517746,0.9999999999542487,1,❄️ Cold,
311,0002080370,2025-08-08,"SU-0709 Fund I, a series of MU Self-Advised Ventures, LP",NY,Pooled Investment Fund,1024000.0,1024000,4,2025-07-25,0002080370-25-000001,Generalist / Other,garymuventuresgpiillc,179,179.0,0.011543752483922289,11820.802543536423,0.46659707724425886,5720.670391061452,31.95905246403046,18.029457479268206,0.08712259615500177,0.2640594981885045,0.00017576445234631163,5.459884999962167e-05,0.4479177131750005,0.239767780666506,0,0.2745302713987474,0.35099376122706827,0,❄️ Cold,
312,0001895189,2025-04-22,"Vessel Capital Partners Kraken, LLC Series B",NY,Pooled Investment Fund,4772790.0,4772790,69,2021-11-18,0001895189-25-000001,Generalist / Other,gauravlall,287,287.0,5.274441089589183e-05,251.73799687980357,0.2776617954070981,16629.93031358885,57.944008061285196,15.247348472376489,0.4468111855764849,0.579521629890726,0.0005191331871054398,9.958186678927669e-05,0.3724994799450893,0.26723950160159876,0,0.3455114822546973,0.999999996027616,1,❄️ Cold,
313,0001892457,2025-04-22,"Vessel Capital Partners Kraken, LLC Series A",NY,Pooled Investment Fund,4798912.0,4798912,41,2021-11-04,0001892457-25-000001,Generalist / Other,gauravlall,287,287.0,5.274441089589183e-05,253.11578638122606,0.2797494780793319,16720.94773519164,58.26114193446564,15.258264841751929,0.4468111855764849,0.579521629890726,0.0005219979586040317,0.00010013086285311263,0.3727954041125254,0.26793773401185456,0,0.3475991649269311,0.9999999980192285,1,❄️ Cold,
314,0001854871,2025-04-22,"Vessel Capital Partners Automation Anywhere, LLC Series G",NY,Pooled Investment Fund,5165160.0,5165160,84,2021-05-03,0001854871-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,272.43332138302463,0.2849686847599165,17997.073170731706,62.70757202345542,15.405358517976746,0.4468111855764849,0.579521629890726,0.0005621639808005052,0.00010782815671988319,0.3767828629621563,0.2700147795938641,0,0.35490605427974947,0.9999999987134741,1,❄️ Cold,
315,0001855119,2025-04-22,"Vessel Capital Partners Automation Anywhere, LLC Series F",NY,Pooled Investment Fund,1078000.0,1078000,18,2021-04-02,0001855119-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,56.85847494577139,0.1941544885177453,3756.0975609756097,13.087447947650208,12.271705781723368,0.4468111855764849,0.579521629890726,0.00011392956237217543,2.1929881233027074e-05,0.2918348784155878,0.23236844835333692,0,0.255741127348643,0.9999999988011685,1,❄️ Cold,
316,0001849351,2025-04-22,"Vessel Capital Partners Automation Anywhere, LLC Series E",NY,Pooled Investment Fund,3168000.0,3168000,46,2021-02-24,0001849351-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,167.09429371818533,0.24947807933194155,11038.327526132403,38.4610715196251,14.427687644440736,0.4468111855764849,0.579521629890726,0.00034313760280005426,6.585461032793143e-05,0.35027987196511823,0.2559630251836012,0,0.31524008350730687,0.9999999990012384,1,❄️ Cold,
317,0001849266,2025-04-22,"Vessel Capital Partners Automation Anywhere, LLC Series D",NY,Pooled Investment Fund,1782000.0,1782000,1,2021-02-12,0001849266-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,93.99054021647925,0.22129436325678498,6209.059233449478,21.63435272978912,13.27696052598621,0.4468111855764849,0.579521629890726,0.00019113648125314514,3.6725579454468544e-05,0.319085621132888,0.24379395527074482,0,0.278705636743215,0.99999999908695,1,❄️ Cold,
318,0001828084,2025-04-22,"Vessel Capital Partners Automation Anywhere, LLC Series C",NY,Pooled Investment Fund,1683000.0,1683000,33,2020-10-13,0001828084-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,88.76884353778595,0.21816283924843424,5864.11149825784,20.432444244800838,13.162643905826076,0.4468111855764849,0.579521629890726,0.00018027925828550877,3.464493439207834e-05,0.31598669240653865,0.24247977073789595,0,0.2776617954070981,0.9999999991554048,1,❄️ Cold,
319,0001809249,2025-04-22,Vessel Capital Partners Automation Anywhere Series B,NY,Pooled Investment Fund,1509156.0,1509156,26,2020-04-28,0001809249-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,79.59954417000053,0.21189979123173278,5258.383275261324,18.32189294516141,12.94458965180797,0.4468111855764849,0.579521629890726,0.00016121397475433931,3.099132166252114e-05,0.3100756132412096,0.23988061727145543,0,0.2766179540709812,0.9999999992086095,1,❄️ Cold,
320,0001803712,2025-04-22,"Vessel Capital Partners ( Automation Anywhere ), LLC Series A",NY,Pooled Investment Fund,1386000.0,1386000,12,2020-03-06,0001803712-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,73.10375350170608,0.2056367432150313,4829.268292682927,16.826718789835983,12.774332788457574,0.4468111855764849,0.579521629890726,0.00014770758938259965,2.840299920490772e-05,0.3054602398689422,0.2374121628208224,0,0.27244258872651356,0.9999999992518903,1,❄️ Cold,
321,0001888080,2025-04-22,"VCP Automation Anywhere, LLC Series 3",NY,Pooled Investment Fund,1912950.0,1912950,29,2021-11-18,0001888080-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,100.89742082329627,0.22338204592901878,6665.331010452962,23.224149862205444,13.41878074763998,0.4468111855764849,0.579521629890726,0.0002054976261785187,3.947770542335741e-05,0.3229301256174019,0.24484937943551385,0,0.2818371607515658,0.9999999993043961,1,❄️ Cold,
