related_person_name,decayed_amount_sold,decayed_amount_percentile,gp_degree_norm,gp_pagerank_norm,investor_intent_score
aaroncate,144456.92326514926,0.7092592592592593,0.0,0.25492551842242517,0.31562264519230676
adamcrawley,603184.7149707149,0.6425,0.0,0.35037171074226253,0.30077901308571947
adamfpcfundigpllc,18099.479267174695,0.5777777777777777,0.0,0.2101237209253361,0.2629435832793835
adiljafry,711.6664061709945,0.43148148148148147,0.0,0.14035192935666357,0.19895753233406036
aigpiillc,6580319.114729621,0.912962962962963,0.0,0.33729781261794034,0.4083885382707572
alanwaxman,2077846.6346548458,0.8638888888888889,0.0,0.3124330705103552,0.4627845903448414
alejandroarellano,11456061.850188443,0.8268518518518518,0.2707402694653539,0.5653240902808855,0.45317692290192774
alextransposeplatformindiafundiigpllc,9968.75402896222,0.5509259259259259,0.1198044777812727,0.29458912090081657,0.2880858744165478
alloymerchantpartnersvgpllc,11192.878718714352,0.5592592592592592,0.0,0.1997578361849992,0.25350008316074923
americanincentiveadvisorsllc,0.2113464272701192,0.04814814814814815,0.0,0.0027944950993292576,0.03146292613822571
amishgupta,95.85090659425018,0.35185185185185186,0.0,0.09730180715609547,0.1641510383323532
annieluchsinger,15.10087782656578,0.2361111111111111,0.1198044777812727,0.15524887009471147,0.14769560750918875
antidotegroupinvestmentsllc,1.0798021032120964,0.0962962962962963,0.0,0.014453904699316475,0.05434669761226692
antoniarojaseing,0.467032222632775,0.06759259259259259,0.1198044777812727,0.09526614657368879,0.07043253692555448
antoniogamboa,0.9439952228925123,0.09074074074074075,0.0,0.012997342032504692,0.05103304168444506
asherang,15209.396428939233,0.4722222222222222,0.0,0.22132185359659817,0.21700723088903795
badealuko,4085.132281966732,0.5074074074074074,0.0,0.17802035727739873,0.22930236602881365
bakerscreekmanagementllc,608.9770176566252,0.29603174603174603,0.37015913385145455,0.4334653363983249,0.24350058481399434
bakerscreekmanagmentllc,4.683832660550237,0.15555555555555556,0.0,0.03613928809474813,0.08126065926395803
benhalliday,10462.207985728679,0.5537037037037037,0.0,0.1983018238599614,0.25337861367127684
benjamintreatyoakutilityholdingsgpllc,3.6339236581746,0.14074074074074075,0.0,0.03173424000181494,0.08004876446459226
blakeadams,17350.396690106212,0.5740740740740741,0.0,0.2092120593905873,0.26312858760964786
blakedefogpllc,855.7240640223771,0.44351851851851853,0.1198044777812727,0.24164081619799127,0.24825018254072928
bradlegacyknightmfollc,904.390247983308,0.4462962962962963,0.0,0.14551474615485316,0.2104279826226829
bradleyscoutventuresfundvgpllc,2375104.0626053,0.8740740740740741,0.0,0.3153171651234013,0.3866638352594434
brandonwilson,77059749.03523944,0.7063973063973065,0.5294186928243729,0.8061288348032541,0.4968573196953312
brennanmoore,5470.317734032619,0.5166666666666667,0.0,0.184317061422925,0.23005405935438605
briancosmicventurepartnersllc,5928.584525246251,0.5222222222222223,0.0,0.18605203048912802,0.2386700979958692
brianhenley,26748665.10851058,0.9111111111111111,0.1198044777812727,0.4648778971184307,0.44902256049832207
brycepetty,13073.842941651645,0.5666666666666667,0.0,0.20310813883185122,0.2538180036826713
camerongalleymineralandroyaltyfundgpllc,4900654.155519922,0.9018518518518519,0.0,0.33094084485137687,0.4087376013065796
cannonfieldmineralsfundiiigp,290.28783434356654,0.39814814814814814,0.0,0.12105328954888724,0.1898775868650911
carlosvaz,53034746.3722926,0.9555555555555556,0.2048071075215501,0.5468365781385558,0.5072202085110303
carriecolbert,785506.0011002911,0.712962962962963,0.0,0.30640186376594675,0.3240817045718719
charlesfitzgerald,10426404.294820389,0.8333333333333333,0.1198044777812727,0.444555947138936,0.4118396298087602
christianmcguigan,3781678.186009977,0.8907407407407407,0.0,0.32534990539309966,0.39746731225116166
christophercarr,13553.412042348611,0.5685185185185185,0.0,0.20388513279975684,0.2581408995776138
christophermanning,54782.23761086177,0.6527777777777778,0.0,0.23401123828882023,0.3375541081054184
chunyigeorgebtselectfundivgpllc,215654.2011833062,0.7444444444444445,0.0,0.2635684246384547,0.32807879108999094
chunyigeorgehuang,540197.5139370838,0.6974747474747475,0.5294186928243729,0.6991333787454542,0.4494167246235843
cliftondubosejr,1.692894899505705,0.12222222222222222,0.0,0.020026364732990926,0.06625224467141347
cofounderventuresllc,222.95740657152814,0.24222222222222226,0.32461158530282275,0.3732293413618359,0.1979084395750299
cortlandtchalfant,12711.01300158868,0.562962962962963,0.0,0.20250110639597219,0.26854687988080894
cresteramanagementllc,732.6247888613029,0.4351851851851852,0.0,0.1409771177958905,0.1920131805176753
curtisboisfontainejr,2093551.864637999,0.8666666666666667,0.0,0.31259549180809454,0.38307681668098487
dalejones,5302.359977278578,0.4601851851851852,0.1198044777812727,0.28097290526710866,0.2445158566443137
danielblacksaddlenavfundigpllc,13274457.364185367,0.9333333333333333,0.0,0.3524346839322158,0.423647566737233
danielcivitasaspenfundgplp,17232.27290351786,0.3907407407407407,0.0,0.22401521768575783,0.19772613633778097
danielcivitashawaiifundgplp,52902.49882301941,0.45999999999999996,0.0,0.26797324858190896,0.2309600115772656
danielcivitassandiegoequityfundgplp,0.9375488660041528,0.08888888888888889,0.0,0.012925696562872938,0.05218649680803014
danielcollectiveglobalfundigplp,314866.7802849824,0.7648148148148148,0.0,0.2717320342962068,0.33956910965082476
danieltotah,4.541252319707615,0.1537037037037037,0.0,0.03559129904362271,0.08424964898644009
davidcorrie,2902.135556701116,0.28888888888888886,0.1198044777812727,0.2679742862399819,0.1730160324173713
daviddraftventuresllc,2089.0494516776967,0.48148148148148145,0.0,0.16355964313091048,0.2186193682859226
davidgordon,59868.7660112452,0.6574074074074074,0.0,0.23592637473299188,0.28712347681178296
davidsouthparkinvestmentmanagerllc,135.7564505717509,0.3638888888888889,0.0,0.11961617334371183,0.17186746960225707
davidthompson,19392.903055144092,0.5796296296296297,0.1198044777812727,0.3089423317870087,0.29356164123960626
delawarelimitedliabilitycompanyjstarcapitaladvisorsillc,173.35340404995563,0.3209876543209877,0.2048071075215501,0.2744256576345687,0.2062254249631196
dewittusindustrialclubviigplp,34079222.57187747,0.95,0.0,0.3727717992232694,0.4811873376149858
douglasnpfundivgpinc,12396282.192517558,0.9296296296296296,0.0,0.35095832909287467,0.42470879601956496
dustinpridmore,3823.4325783643817,0.5055555555555555,0.0,0.17659267108660542,0.23447745400701772
eccppartnersllc,209326.19488550138,0.7268518518518519,0.1198044777812727,0.3602563757299849,0.35061523390295435
edwardviragebagpllc,82699.97054192092,0.6685185185185185,0.0,0.24289474635630282,0.30477570922396474
epiqcapitalgroupllc,5.7561112046970315,0.17222222222222222,0.0,0.039867037962184285,0.09285373236407467
ericfathomfundgpilp,1909.8834756527551,0.4759259259259259,0.0,0.16162650299838827,0.2295328348312189
ericgarcia,16537376.816397421,0.937962962962963,0.1198044777812727,0.4545057539404923,0.4596196362149213
erichecapitalloanfundiiigpllc,189694.87089022034,0.6851851851851851,0.1198044777812727,0.35813224147825895,0.34024704289756114
erikcohen,482559.59412173816,0.6530864197530865,0.2048071075215501,0.44546664098601324,0.35166347559315553
evanfisher,537977.0462173023,0.8074074074074075,0.0,0.2832862838911385,0.36679743552743194
evergencoinvestmentvehicleiigplp,35.39982085846921,0.29259259259259257,0.0,0.07619329238274282,0.14338945274895643
evergenequitygpllc,1883640.9847089043,0.5265432098765432,0.47554737698690414,0.6847036492433639,0.37700517129735317
fernandodeleon,45888.80554677183,0.345679012345679,0.2048071075215501,0.3947152818975838,0.2276524830640465
finallyfundadminllc,2383616.976015326,0.7224537037037037,0.2707402694653539,0.5464126048863919,0.3978958566221936
founderswaygpllc,12.490220428133966,0.22592592592592592,0.0,0.05478301561632675,0.11135429680580075
fpwhitemanventuresgpllc,0.7074895617685062,0.07962962962962963,0.0,0.01019926948816221,0.048924750327800276
georgewommack,3188957.7444627723,0.5833333333333333,0.1198044777812727,0.41900320248110234,0.31414801409475096
gfsaerospacegpllc,776.7419411560353,0.43703703703703706,0.0,0.1422367377199366,0.2002657968803915
ginagpcapitalpartnersiigpllc,1204.4937814414848,0.46296296296296297,0.0,0.15168974971055177,0.22358072585560385
gingerkildaregenparivlp,43074.437335505994,0.6370370370370371,0.0,0.22882515396924724,0.2905439793851197
giuliannaruiz,10133363.495373178,0.7986111111111112,0.1198044777812727,0.443941028314507,0.42840559808187456
gpifgpivllc,186675738.57614207,0.975925925925926,0.0,0.40945544100393083,0.5271085716558288
grantnewlinfundigplp,0.2611672290740841,0.05555555555555555,0.0,0.0036638744353931886,0.03468926653608102
groupfundingspvgpllc,102093.04083652957,0.687037037037037,0.0,0.247438730657405,0.30092995287875624
guillaumecabane,62.45240686947639,0.32222222222222224,0.0,0.08818026316017447,0.13839176634606992
hemanthgolla,312823.4903858654,0.6351851851851852,0.2707402694653539,0.4876586973057235,0.35995242076711464
holdenmarkoff,85443.21654743885,0.6759259259259259,0.0,0.24359862431156323,0.3005952687631713
howardwesterlywindsconstructionfinancegpinc,113.90848917891601,0.36666666666666664,0.0,0.10098947202758699,0.16839953189576257
humainventuresllc,1043.511343725204,0.45185185185185184,0.0,0.14859791539478426,0.20713415963160348
isaacarsenalbridgefundigpllc,52.57321804264684,0.31296296296296294,0.0,0.08452975177886736,0.14096069906665618
jacksonrussell,15.21762493439047,0.2388888888888889,0.0,0.05875476246691823,0.10801216430076101
jackwaterstreet,130.22876028726316,0.37037037037037035,0.0,0.10385408663520493,0.18785778082391144
jameskull,3829121.5953014027,0.8925925925925926,0.0,0.3256188294267542,0.396299541330973
jamesstephen,90455319.76700163,0.9722222222222222,0.0,0.39382766654727885,0.475432545336656
jamestepfundigpllc,26.264427617221497,0.2722222222222222,0.0,0.06995999518888517,0.12120977269335434
jaredleger,126851.24229634787,0.7,0.0,0.25212217710974827,0.3180381432358437
jaredrule,0.06415099644337985,0.027777777777777776,0.0,0.0,0.013018418790906785
jaredsturdivant,2413935.0243075727,0.8759259259259259,0.0,0.3156669633583403,0.3902312442838159
jaretwalker,2911.1958957061097,0.4962962962962963,0.0,0.17071480965325866,0.22476848427641133
jasonapbakkengpllc,1130.452137983292,0.45925925925925926,0.0,0.15032248916779795,0.21304225436674631
jasonfernandez,314.0052794100416,0.38888888888888884,0.1198044777812727,0.2200378684307639,0.20509737488661373
javiersanchezaldana,813.9113391988814,0.44074074074074077,0.0,0.14324371962486987,0.2020889622896129
jawwaddtforbiterfundgpllc,208044.49472725912,0.7416666666666667,0.0,0.27774462233504876,0.327939227858537
jeffreyaxley,30256.706700161274,0.6074074074074074,0.0,0.22120661504343814,0.2776056529940006
jeffreynewportcapitaladvisorsllc,69.60286894615396,0.30462962962962964,0.1198044777812727,0.1876606186524348,0.17305705836909763
jennifersixthstreetprivateassetbasedinvestmentgenparillc,2077846.6346548458,0.8638888888888889,0.0,0.3124330705103552,0.4627845903448414
jilleivfundadvisorsvllc,40454491.66125614,0.9574074074074074,0.0,0.37647082002035903,0.46777402595087486
joeshvmanagementservicesvlp,40939.919016092696,0.6333333333333333,0.0,0.22772890796716544,0.30509677903128124
johnascenzo,180610486.08697695,0.9550000000000001,0.4755473769869041,0.7854027425037843,0.6666558386280369
johndyett,1930.515316390408,0.4777777777777778,0.0,0.16185814548905417,0.2187193983322278
johngpifcdiigpllc,270.979800758643,0.3962962962962963,0.0,0.1195739360985803,0.18999485044231573
johngpifcolonnadeofficegpllc,20764258.408023905,0.9481481481481482,0.0,0.3620848812385564,0.4321408545498443
johngpifsummitrockgpllc,4013361.52373984,0.8944444444444445,0.0,0.3266324804897469,0.4006534896125207
johnhenry,37757049.94383065,0.5583333333333333,0.0,0.3899335060373874,0.3080944184754403
johnleggettjr,14.484492289826022,0.2216049382716049,0.37015913385145455,0.34973853909704394,0.2043888223033642
johnmacrofultonbeeffundgpllc,365.34980759418397,0.4074074074074074,0.0,0.12599877019393982,0.18809433474298837
johnmaqroapogeegpllc,72.88409555205163,0.3314814814814815,0.0,0.0914633658105429,0.14415909405632543
johnmorrow,5971.511116421116,0.524074074074074,0.0,0.18620762109142705,0.24285654914084703
johnsegbroncocoinvestvilp,100.99151571753907,0.35370370370370374,0.1198044777812727,0.19564173648767869,0.19944700688962208
johnwagner,128961.98727150381,0.7037037037037037,0.0,0.2524781342724307,0.3156343805490722
jonathanlevy,52.69232065679992,0.30617283950617286,0.11980447778127272,0.19038440812738586,0.1773821119791155
jonathoneacapitalmanagementllc,4454515.894021936,0.8981481481481481,0.0,0.3288819898664752,0.40040886517943153
jonathonharalson,21082.480411497294,0.5851851851851851,0.0,0.21341424224659974,0.26566181924415555
jordanstrebeck,8036629.801949114,0.9166666666666666,0.0,0.3416102120692259,0.4138948602660603
josephlonsdale,1593596.9228629333,0.6123456790123457,0.37015913385145455,0.5998845654316192,0.3855453473175386
joshuaandrews,53014.13228278421,0.6141975308641975,0.2048071075215501,0.3978286052745952,0.331373032642134
joshuacanyonclogpcollc,11245.461497288457,0.5611111111111111,0.0,0.19985892274127914,0.2751498339032011
joshuacanyondofivgeneralpartnercompanyllc,56.04207147900525,0.3138888888888889,0.1198044777812727,0.183023544818025,0.19278707035165601
joshuacheccgpcollc,70131372.77496117,0.9685185185185186,0.0,0.3883384287617824,0.4614984597132721
joshuaemployercompetencygpllc,1189736.8759568068,0.8407407407407408,0.0,0.30040569317539456,0.369785598862794
justinday,51.61106665860363,0.3111111111111111,0.0,0.08413884467596498,0.14757383658900058
kamdenkanaly,6042.883759246866,0.5259259259259259,0.0,0.1864638577171042,0.24354977255263954
keithbuchanan,1563559.3868735088,0.8555555555555555,0.0,0.30629929630758984,0.3767450651978765
kellerreese,1.57366679235437,0.11574074074074073,0.1198044777812727,0.11172058464674235,0.09368538648301766
kellywinget,359.0362153645964,0.40555555555555556,0.0,0.12562379848726513,0.18972425107143331
kennethburkejr,5579942.539088252,0.9074074074074074,0.0,0.33374083080100425,0.404496500263
kyndelbennett,273110.3022779204,0.5699074074074074,0.2707402694653539,0.4847302952946701,0.3363068830966187
lawrencemaestri,6502.391679775039,0.5249999999999999,0.0,0.20299390744300064,0.24056303822256098
llcpaulgrahamventures,96503.14046412107,0.38953488372093026,0.8924576219405621,0.9410193743999433,0.41364174537731857
llcpbcgeneralpartner,8.262062482870817,0.19907407407407407,0.1198044777812727,0.1428052729835492,0.13305390776446566
llcsatorineuropartnersgp,17616836.63686928,0.9425925925925925,0.0,0.35853925929474556,0.4319753393189041
lpironpineventures,78.68337371132324,0.337037037037037,0.0,0.09309326146402364,0.1526128721027716
macmahondouglas,24124.038887299073,0.5925925925925926,0.0,0.21632101412879384,0.27964467986018965
mahsazeinali,1942973.066397811,0.8611111111111112,0.0,0.3109854540541898,0.38041217418085627
manfredjeske,169384.41068163194,0.725925925925926,0.0,0.25835919886914194,0.32202195113069765
markcorrientespecialgpllc,74.74520387844105,0.3333333333333333,0.0,0.09199997229887602,0.15619644977751393
markhanf,63.162600300560875,0.32407407407407407,0.0,0.08842034421895828,0.15337276403730485
marksears,292144.09643490234,0.7601851851851852,0.0,0.2850674911541842,0.33842618457027185
matthewworley,36135.575447042436,0.6203703703703703,0.0,0.22503645348619436,0.27117536270920517
mattmurphy,568185.1865331964,0.7425925925925926,0.2048071075215501,0.44898993347792243,0.3942456560478413
maxkatzenstein,488622.5007097644,0.8037037037037037,0.0,0.2812107076961749,0.36094689303557603
michaelcosmosfundigpllc,41993917.12733791,0.9611111111111111,0.0,0.3772763938809499,0.4520340925530377
